deny,p_irat,black,hse_inc,loan_val,ccred,mcred,pubrec,denpmi,selfemp,single,hischl,probunmp,condo,ltv_med,ltv_high
0,.34099999,0,.25100002,.902439,1,2,0,0,0,0,1,4.3000002,0,1,0
0,.31999999,0,.31,.27777779,1,2,0,0,0,1,1,3.2,1,0,0
0,.30000001,0,.28999999,.37037036,1,1,0,0,0,0,1,3.2,0,0,0
0,.37,0,.25999999,.5777778,1,1,0,0,0,0,1,2,0,0,0
0,.30000001,0,.2,.89473683,1,2,0,0,0,0,1,3.2,1,1,0
0,.36000001,0,.28999999,.47814208,1,2,0,0,0,0,1,3.2,0,0,0
0,.38999999,0,.28,.74842769,2,2,0,0,0,0,1,3.2,0,0,0
0,.34,0,.25,.80000001,1,1,0,0,0,0,1,10.6,0,1,0
0,.27200001,0,.27000001,.66666669,1,1,0,0,0,0,1,2,0,0,0
0,.25999999,0,.2,.73571426,5,1,0,0,0,0,1,3.2,0,0,0
0,.23,0,.19,.42105263,1,2,0,0,1,0,1,10.6,0,0,0
0,.34999999,0,.34999999,.44,2,1,0,0,0,0,1,10.6,0,0,0
0,.36000001,0,.266,.89898992,1,2,0,0,0,0,1,3.2,0,1,0
0,.15000001,0,.15000001,.63157892,1,2,0,0,0,0,1,3.2,1,0,0
0,.35830003,0,.2339,.72419107,2,2,0,0,0,1,1,3.2,1,0,0
0,.46110001,0,.37150002,.78448278,2,2,0,0,0,1,0,5.3000002,1,0,0
0,.43000001,0,.31999999,.85714287,1,2,0,0,0,0,1,3.2,0,1,0
0,.2458,0,.2308,.31111112,1,1,0,0,0,0,1,2,0,0,0
0,.25,0,.23,.76511097,1,1,0,0,0,0,1,3.0999999,0,0,0
0,.36000001,0,.22,.5625,2,2,0,0,0,0,1,3.0999999,1,0,0
0,.34999999,0,.31999999,.80000001,1,2,0,0,1,1,1,3.2,1,1,0
0,.28999999,0,.28999999,.79470199,1,2,0,0,1,0,1,3.5999999,0,0,0
0,.29700002,0,.285,.61855668,1,2,0,0,0,1,1,1.8,0,0,0
1,.35900003,0,.289,.9029851,2,2,0,0,0,1,1,4.3000002,0,1,0
0,.33180001,0,.3118,.79797977,2,1,0,0,0,0,1,3.5999999,0,0,0
0,.34999999,0,.30000001,.3508772,2,3,0,0,0,0,1,3.9000001,0,0,0
0,.30000001,0,.29799998,.48958334,2,1,0,0,0,0,1,3.0999999,0,0,0
0,.375,0,.292,.91666669,1,1,0,0,0,0,1,4.3000002,0,1,0
0,.16,0,.16,.20304568,1,1,0,0,0,0,1,10.6,0,0,0
0,.20999999,0,.20999999,.46296296,1,1,1,0,0,0,1,3.2,0,0,0
0,.33000001,0,.25999999,.86363637,4,2,0,0,0,1,1,4.3000002,0,1,0
0,.36060002,0,.2802,.7185185,1,2,0,0,0,0,1,3.5999999,0,0,0
0,.32439998,0,.29179999,.56479692,1,1,0,0,1,1,1,1.8,1,0,0
0,.40000001,0,.18000001,.87692308,3,1,0,0,0,0,1,1.8,0,1,0
1,.47,0,.11,.90188682,1,1,0,1,1,0,1,3.2,0,1,0
0,.37900001,0,.31900001,.79487181,1,2,0,0,0,0,1,3.0999999,0,0,0
0,.20999999,0,.17,.1438849,2,2,0,0,0,1,1,3.9000001,1,0,0
0,.34999999,0,.25999999,.75121951,3,2,0,0,0,1,1,3.5999999,0,0,0
0,.176,0,.17299999,.76444447,1,2,0,0,0,0,1,3.9000001,0,0,0
0,.28,0,.2,.77837837,6,2,0,0,0,1,1,3.2,0,0,0
0,.31,0,.27000001,.69776118,1,1,0,0,0,0,1,1.8,0,0,0
0,.38999999,0,.38,.57471263,1,2,0,0,0,1,1,3.2,0,0,0
0,.40000001,0,.25999999,.79090911,2,2,0,0,0,0,1,5.3000002,0,0,0
0,.37,0,.16,.76923078,1,3,0,0,1,0,1,4.3000002,1,0,0
0,.17,0,.17,.24935065,1,1,0,0,0,0,1,3.2,0,0,0
0,.25999999,0,.25999999,.63716817,2,4,0,0,1,0,1,3.2,0,0,0
0,.31999999,0,.17,.65408808,1,1,0,0,0,0,1,3.2,1,0,0
0,.52999997,0,.28999999,.5925926,1,1,0,0,0,0,1,3.2,1,0,0
0,.37,0,.34,.91975307,1,2,0,0,0,1,1,3.0999999,0,1,0
0,.37,0,.28,.93636364,1,2,0,0,0,0,1,3.9000001,0,1,0
1,.3493,0,.19479999,1.2,1,1,0,0,0,0,1,3.0999999,0,0,1
1,.34999999,0,.34,1.4782609,1,2,0,1,0,0,1,3.2,0,0,1
0,.37,0,.36000001,.73553717,1,2,0,0,0,0,1,3.0999999,1,0,0
0,.38999999,0,.33000001,.80000001,2,1,0,0,0,0,1,8.8999996,0,1,0
0,.33720002,0,.28909999,1,4,2,0,0,0,0,1,3.0999999,1,0,1
0,.55000001,0,.23,.57471263,3,2,0,0,0,0,0,3.2,1,0,0
0,.28,0,.28,.73825502,1,2,0,0,0,1,1,3.2,0,0,0
0,.36200002,0,.27000001,.86778396,1,2,0,0,0,0,1,3.2,0,1,0
